session,condition,list_length,list_index,trial,study_list,recalled_list,rel_correct,init_correct,final_correct,forget_rate
0,spin,7,0,9,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","Joelson,Intersample,Kucera,Battig,Bickley",0,0,0,1.0
0,spin,7,0,10,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","Joelson,Intersample,Kucera,Hermann,Bickley,Battig,DOI",0,0,0,0.19999999999999996
0,spin,7,0,11,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","emotionality,Hermann,Lorge,Kucera,asymptote,Paivio,Thorndike",1,0,0,1.0
0,spin,7,0,12,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Intersample,Battig,Joelson,DOI",0,0,0,1.0
0,spin,7,0,13,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Hermann,Battig,Kucera,Bickley",0,0,0,0.75
0,spin,7,0,14,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","Paivio,al,Hermann,Intersample,bigram,Bickley,Kucera",0,0,0,1.0
0,spin,7,0,15,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","Madigan,Paivio,Kucera,emotionality,asymptote,Tarka,Landauer",0,0,0,1.0
0,spin,7,0,16,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","Tarka,Joelson,Madigan,Paivio,Intersample,Landauer,Hermann",0,0,0,1.0
0,spin,7,0,17,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","asymptote,Bickley,Joelson",0,0,0,1.0
0,spin,7,0,18,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","Yuille,DOI,asymptote,Landauer,Joelson,Streeter,Tarka",0,0,0,1.0
0,spin,7,0,19,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Madigan,Joelson,Bickley,DOI,Paivio,Kucera,Hermann",0,0,0,1.0
0,spin,7,0,20,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Bickley,Kucera,Thorndike,al,DOI,emotionality,Paivio",0,0,0,1.0
0,spin,7,0,21,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","Kucera,Landauer,Hermann,Madigan,Tarka,Bickley",0,1,0,1.0
0,spin,7,0,22,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","Streeter,Joelson,Lorge,Battig,Madigan,Intersample,Paivio",0,0,0,1.0
0,spin,7,0,23,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","DOI,Joelson,Kucera",0,0,0,0.8571428571428572
0,spin,7,0,24,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","Battig,Paivio,Joelson,Madigan",0,0,0,1.0
0,spin,7,0,25,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","Hermann,Kucera,Joelson,DOI,Battig,Bickley",0,0,0,0.75
0,spin,7,0,26,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Bickley,DOI,Joelson,Intersample",0,0,0,0.8333333333333334
0,spin,7,0,27,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Kucera,Intersample,Hermann,Joelson",2,0,0,1.0
0,spin,7,0,28,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","DOI,Madigan,Paivio,Joelson",0,0,0,0.75
0,spin,7,0,29,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","DOI,Tarka,Hermann",0,0,0,0.75
0,spin,7,0,30,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","Landauer,Madigan,Lorge,Hermann,Tarka",0,0,0,1.0
0,spin,7,0,31,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","DOI,Hermann,Battig",0,1,0,1.0
0,spin,7,0,32,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","Bickley,Hermann,DOI,Intersample,Battig,Joelson,Kucera",1,0,0,0.6666666666666667
0,spin,7,0,33,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","DOI,Kucera,Battig,Joelson,Intersample",0,0,0,1.0
0,spin,7,0,34,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Intersample,Joelson,Landauer,Tarka,Battig,Bickley,Lorge",0,0,0,1.0
0,spin,7,0,35,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","al,Tarka,Thorndike,Yuille,Madigan,Bickley,DOI",0,0,0,0.8571428571428572
0,spin,7,0,36,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","Madigan,Intersample,Hermann,Kucera,DOI,Joelson,Landauer",1,0,0,1.0
0,spin,7,0,37,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","Landauer,Lorge,DOI,Madigan",0,0,0,1.0
0,spin,7,0,38,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","Bickley,DOI,Hermann,Joelson,Intersample,Battig",0,0,0,1.0
0,spin,7,0,39,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","Streeter,Kucera,Intersample,Hermann,Landauer,Paivio,Battig",2,0,0,1.0
0,spin,7,0,40,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Hermann,Paivio,Lorge",0,0,0,1.0
0,spin,7,0,41,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Kucera,Paivio,Streeter,Joelson,Intersample",0,0,0,0.6666666666666667
0,spin,7,0,42,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","Joelson,emotionality,Lorge,Yuille,al,Paivio,Streeter",0,0,0,1.0
0,spin,7,0,43,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","Yuille,Intersample,DOI,al,Madigan,Kucera,Thorndike",0,0,0,1.0
0,spin,7,0,44,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","DOI,Bickley,Intersample,Kucera",0,0,0,1.0
0,spin,7,0,45,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","DOI,Streeter,Landauer,Madigan,Intersample,Hermann,Tarka",1,1,0,0.75
0,spin,7,0,46,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","DOI,Battig,Joelson,Bickley,Kucera,Hermann",0,0,0,0.7142857142857143
0,spin,7,0,47,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Joelson,Madigan,Hermann,Paivio,Landauer,Bickley,Kucera",0,0,0,1.0
0,spin,7,0,48,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Hermann,Tarka,Joelson,Kucera,Madigan,Streeter,Intersample",0,0,0,1.0
0,spin,7,0,49,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","Paivio,Battig,emotionality,Thorndike",0,0,0,1.0
0,spin,7,0,50,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","emotionality,asymptote,Yuille,Bickley,Kucera,DOI,al",0,0,0,1.0
0,spin,7,0,51,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","Madigan,Streeter,Battig,Intersample",0,0,1,1.0
0,spin,7,0,52,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","Streeter,Hermann,Battig,Madigan,Intersample,Bickley,Yuille",0,0,0,0.75
0,spin,7,0,53,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","Kucera,Intersample,Hermann,Landauer,DOI,Lorge,Streeter",2,0,0,1.0
0,spin,7,0,54,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Hermann,Battig,asymptote,Bickley,Joelson,Yuille",0,0,0,1.0
0,spin,7,0,55,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Intersample,Joelson,Paivio",0,0,0,1.0
0,spin,7,0,56,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","Madigan,Intersample,Kucera,Joelson,Battig,Tarka,DOI",0,0,0,1.0
0,spin,7,0,57,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","al,Hermann,Battig,Streeter,Landauer,Joelson,Thorndike",0,0,0,1.0
0,spin,7,0,58,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","DOI,Kucera,al,Intersample,bigram,Yuille,Lorge",1,0,0,1.0
0,spin,7,0,59,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","Hermann,bigram,Landauer,Lorge,al,Streeter,Thorndike",0,0,0,1.0
0,spin,7,0,60,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","DOI,Battig,Intersample",0,0,0,1.0
0,spin,7,0,61,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Madigan,Landauer,Lorge",0,0,0,1.0
0,spin,7,0,62,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Streeter,Joelson,Hermann,Kucera,Tarka,Paivio,DOI",0,0,0,1.0
0,spin,7,0,63,"Kucera,Intersample,Hermann,DOI,pickList,Yuille,Lorge","al,Thorndike,Landauer,Battig,Hermann,Intersample,Joelson",0,0,0,1.0
0,spin,7,0,64,"Intersample,Hermann,DOI,pickList,Yuille,Lorge,Kucera","Kucera,Intersample,Hermann,Battig,Madigan,Landauer,Tarka",1,0,0,0.8571428571428572
0,spin,7,0,65,"Hermann,DOI,pickList,Yuille,Lorge,Kucera,Intersample","Battig,Lorge,Landauer,Paivio,Hermann,Tarka,Yuille",0,0,0,1.0
0,spin,7,0,66,"DOI,pickList,Yuille,Lorge,Kucera,Intersample,Hermann","Paivio,Streeter,Bickley,Lorge,Hermann,Kucera,Tarka",0,0,0,0.8571428571428572
0,spin,7,0,67,"pickList,Yuille,Lorge,Kucera,Intersample,Hermann,DOI","Bickley,Madigan,DOI,Intersample,Landauer,Kucera,Battig",0,0,0,0.8571428571428572
0,spin,7,0,68,"Yuille,Lorge,Kucera,Intersample,Hermann,DOI,pickList","Yuille,Paivio,Kucera,Tarka",0,1,0,1.0
0,spin,7,0,69,"Lorge,Kucera,Intersample,Hermann,DOI,pickList,Yuille","Thorndike,Bickley,Battig,emotionality,asymptote,Kucera,Yuille",0,0,1,1.0
0,spin,7,1,0,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","Bickley,Hermann,Intersample,DOI",0,0,0,
0,spin,7,1,1,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Bickley,Kucera,DOI",0,0,0,0.75
0,spin,7,1,2,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Yuille,Joelson,Bickley,asymptote,Hermann,Intersample",0,0,0,1.0
0,spin,7,1,3,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","Intersample,Joelson,Paivio,Tarka,Bickley,DOI,Battig",0,0,0,0.8333333333333334
0,spin,7,1,4,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Paivio,Landauer,Streeter,Lorge,Joelson,Bickley,asymptote",0,0,1,1.0
0,spin,7,1,5,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Hermann,al,Streeter,Madigan,Intersample,emotionality,Joelson",0,0,0,0.8571428571428572
0,spin,7,1,6,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Madigan,Joelson,Paivio,Landauer,Intersample,Yuille,Tarka",0,0,0,0.8571428571428572
0,spin,7,1,7,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","Kucera,Battig,Joelson,DOI,Intersample,Bickley",0,0,0,0.8571428571428572
0,spin,7,1,8,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","bigram,DOI,Hermann,Yuille,Madigan,Battig,Kucera",1,0,0,1.0
0,spin,7,1,9,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Tarka,Battig,Lorge,DOI,Intersample,Hermann",0,0,0,1.0
0,spin,7,1,10,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","Yuille,Battig,Tarka,Thorndike,Madigan,DOI,Joelson",0,0,0,0.8333333333333334
0,spin,7,1,11,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Hermann,Streeter,Battig,al,DOI,emotionality,Landauer",0,0,0,1.0
0,spin,7,1,12,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Joelson,Intersample,Hermann,Battig,Bickley,DOI,Kucera",0,0,0,1.0
0,spin,7,1,13,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Joelson,Kucera,Battig",0,0,0,0.8571428571428572
0,spin,7,1,14,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","Lorge,Kucera,Landauer,DOI,Madigan,Streeter,Paivio",0,0,0,0.6666666666666667
0,spin,7,1,15,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Joelson,Kucera,Intersample,Hermann,DOI",0,0,0,0.8571428571428572
0,spin,7,1,16,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Landauer,Lorge,Kucera,Tarka,emotionality,Yuille,DOI",1,0,0,1.0
0,spin,7,1,17,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","asymptote,Intersample,emotionality,Madigan,Streeter,al,Thorndike",0,1,0,1.0
0,spin,7,1,18,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Battig,Hermann,DOI,Kucera,Bickley,Joelson",0,1,0,1.0
0,spin,7,1,19,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Kucera,Battig,Bickley,Intersample,Joelson,Hermann,DOI",0,1,0,1.0
0,spin,7,1,20,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Joelson,Kucera,Battig,DOI,Intersample,Hermann",0,0,0,0.8571428571428572
0,spin,7,1,21,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","emotionality,Kucera,Joelson,Hermann,Battig,bigram,Streeter",0,0,0,0.8333333333333334
0,spin,7,1,22,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Tarka,Madigan,Lorge,Paivio,Landauer",0,0,0,1.0
0,spin,7,1,23,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Joelson,Battig,DOI,Bickley",0,0,0,1.0
0,spin,7,1,24,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","Tarka,Madigan,Joelson",0,0,0,1.0
0,spin,7,1,25,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Hermann,Intersample,Joelson,Battig,Bickley",0,0,0,0.6666666666666667
0,spin,7,1,26,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Bickley,Hermann,Kucera,Joelson,Intersample,DOI,Battig",0,0,1,1.0
0,spin,7,1,27,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Hermann,Kucera,Bickley,Joelson,Intersample,Battig",0,0,0,0.7142857142857143
0,spin,7,1,28,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","al,Battig,Thorndike,bigram,Lorge,DOI,Hermann",0,0,0,1.0
0,spin,7,1,29,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Intersample,DOI,Kucera",0,0,0,1.0
0,spin,7,1,30,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","DOI,Kucera,Lorge,Paivio",0,0,0,1.0
0,spin,7,1,31,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","Battig,Madigan,Tarka,Lorge,Joelson,Intersample,Landauer",0,0,0,1.0
0,spin,7,1,32,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Hermann,Streeter,Madigan,Intersample,DOI,Bickley,Paivio",0,0,0,1.0
0,spin,7,1,33,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Intersample,Kucera,Bickley,Joelson,Hermann,Battig,DOI",0,0,0,1.0
0,spin,7,1,34,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Kucera,Battig,Bickley,Intersample,Hermann,Joelson",0,0,0,0.7142857142857143
0,spin,7,1,35,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","DOI,Joelson,Lorge,Tarka,Thorndike,Streeter,Bickley",0,0,0,1.0
0,spin,7,1,36,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Lorge,Landauer,DOI,Intersample,Joelson,Paivio,Bickley",0,0,0,0.8571428571428572
0,spin,7,1,37,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Battig,Bickley,Lorge",0,0,0,1.0
0,spin,7,1,38,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","Intersample,Battig,Bickley,Hermann",0,0,0,1.0
0,spin,7,1,39,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Hermann,Kucera,DOI,Battig,Intersample,Bickley,Joelson",0,0,0,1.0
0,spin,7,1,40,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Battig,Bickley,DOI,Joelson,bigram,Intersample,emotionality",0,0,0,0.8571428571428572
0,spin,7,1,41,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Joelson,Intersample,DOI,Kucera",0,0,1,0.8571428571428572
0,spin,7,1,42,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","Intersample,Bickley,Kucera,Battig",0,0,0,1.0
0,spin,7,1,43,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Tarka,Bickley,Lorge,Streeter,Battig,Intersample,Madigan",0,0,0,0.75
0,spin,7,1,44,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Kucera,Joelson,Landauer,Bickley,Madigan,Intersample,DOI",0,0,0,0.8571428571428572
0,spin,7,1,45,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","DOI,Hermann,Bickley,Joelson,Landauer,Intersample,Kucera",0,0,0,0.8571428571428572
0,spin,7,1,46,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Bickley,Battig,DOI,Hermann,Kucera",0,0,0,1.0
0,spin,7,1,47,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Landauer,al,Madigan,Thorndike,Tarka,Yuille",0,0,0,1.0
0,spin,7,1,48,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Kucera,Hermann,Intersample,Bickley",0,0,0,1.0
0,spin,7,1,49,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","Kucera,Landauer,Tarka,Streeter,Hermann,Intersample,Bickley",0,0,0,0.75
0,spin,7,1,50,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Kucera,Joelson,Battig,DOI,Intersample",0,0,0,0.8571428571428572
0,spin,7,1,51,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","DOI,asymptote,Paivio,Joelson,Intersample,Battig,bigram",0,0,0,0.8
0,spin,7,1,52,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","DOI,Tarka,Battig,Landauer,Lorge,Intersample,Madigan",0,0,0,0.8571428571428572
0,spin,7,1,53,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Intersample,Bickley,Hermann,Kucera",0,0,0,1.0
0,spin,7,1,54,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Landauer,Bickley,Lorge,Paivio,Hermann,Madigan",0,0,0,0.75
0,spin,7,1,55,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Battig,Intersample,Kucera,Bickley",0,0,0,1.0
0,spin,7,1,56,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","Joelson,Bickley,DOI,Intersample,Kucera,Hermann",0,0,0,1.0
0,spin,7,1,57,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Lorge,Madigan,al,Bickley,asymptote,Intersample,Tarka",1,0,0,1.0
0,spin,7,1,58,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Hermann,Streeter,Battig,Madigan,Tarka,DOI,Bickley",0,0,0,1.0
0,spin,7,1,59,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","Paivio,Intersample,Hermann,Landauer,Tarka,Battig,Madigan",0,0,0,0.8571428571428572
0,spin,7,1,60,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Bickley,Tarka,emotionality,Streeter,Battig,DOI,Hermann",0,0,0,1.0
0,spin,7,1,61,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","DOI,Hermann,Battig",0,0,1,1.0
0,spin,7,1,62,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Battig,Landauer,Bickley,Madigan,Hermann,Tarka,DOI",0,0,0,1.0
0,spin,7,1,63,"Yuille,Madigan,al,asymptote,Battig,Kucera,emotionality","Hermann,Madigan,Lorge,Intersample,Tarka",0,0,0,1.0
0,spin,7,1,64,"Madigan,al,asymptote,Battig,Kucera,emotionality,Yuille","Hermann,Streeter,Kucera,Thorndike,Madigan,Paivio,Lorge",0,0,0,0.8
0,spin,7,1,65,"al,asymptote,Battig,Kucera,emotionality,Yuille,Madigan","Bickley,Kucera,Lorge,Tarka",0,0,0,1.0
0,spin,7,1,66,"asymptote,Battig,Kucera,emotionality,Yuille,Madigan,al","Intersample,Joelson,Landauer,Hermann,Battig,Streeter,Paivio",0,0,0,1.0
0,spin,7,1,67,"Battig,Kucera,emotionality,Yuille,Madigan,al,asymptote","Bickley,Lorge,Intersample,Streeter,Battig",0,0,0,0.8571428571428572
0,spin,7,1,68,"Kucera,emotionality,Yuille,Madigan,al,asymptote,Battig","Madigan,Joelson,Hermann,Kucera,Tarka,Lorge,DOI",0,0,0,1.0
0,spin,7,1,69,"emotionality,Yuille,Madigan,al,asymptote,Battig,Kucera","Intersample,Battig,DOI,Joelson",0,0,0,1.0
0,spin,7,2,0,"Hermann,asymptote,bigram,yorku,Kucera,pronunciability,Intersample","Hermann,Bickley,Paivio,Yuille,Kucera,Lorge,Tarka",0,1,0,
0,spin,7,2,1,"asymptote,bigram,yorku,Kucera,pronunciability,Intersample,Hermann","Intersample,Paivio,Bickley,Yuille,Lorge,Landauer,asymptote",0,0,0,0.8571428571428572
0,spin,7,2,2,"bigram,yorku,Kucera,pronunciability,Intersample,Hermann,asymptote","DOI,Bickley,Joelson,Intersample,Hermann,Battig,Kucera",1,0,0,1.0
0,spin,7,2,3,"yorku,Kucera,pronunciability,Intersample,Hermann,asymptote,bigram","emotionality,Hermann,Bickley,Kucera,Madigan,Thorndike,asymptote",0,0,0,1.0
0,spin,7,2,4,"Kucera,pronunciability,Intersample,Hermann,asymptote,bigram,yorku","Intersample,Tarka,bigram,Paivio,Lorge,Joelson,emotionality",0,0,0,1.0
0,spin,7,2,5,"pronunciability,Intersample,Hermann,asymptote,bigram,yorku,Kucera","Bickley,Hermann,Intersample,DOI,Battig,Kucera,Joelson",0,0,0,1.0
0,spin,7,2,6,"Intersample,Hermann,asymptote,bigram,yorku,Kucera,pronunciability","Joelson,Hermann,Intersample,Bickley,Battig,DOI",0,0,0,0.5714285714285714
0,spin,7,2,7,"Hermann,asymptote,bigram,yorku,Kucera,pronunciability,Intersample","Kucera,Bickley,Streeter,Paivio,Madigan,Landauer,Intersample",0,0,1,1.0
0,spin,7,2,8,"asymptote,bigram,yorku,Kucera,pronunciability,Intersample,Hermann","DOI,Landauer,Hermann,Paivio,Intersample,Lorge,Yuille",0,0,0,0.8571428571428572
0,spin,7,2,9,"bigram,yorku,Kucera,pronunciability,Intersample,Hermann,asymptote","Tarka,Kucera,Intersample,Hermann,Battig,Bickley,DOI",1,0,0,1.0
0,spin,7,2,10,"yorku,Kucera,pronunciability,Intersample,Hermann,asymptote,bigram","DOI,Madigan,Lorge,Intersample,Streeter,Tarka,Battig",0,0,0,1.0
0,spin,7,2,11,"Kucera,pronunciability,Intersample,Hermann,asymptote,bigram,yorku","Kucera,Bickley,DOI",0,1,0,1.0
0,spin,7,2,12,"pronunciability,Intersample,Hermann,asymptote,bigram,yorku,Kucera","Battig,Joelson,Streeter,al,Paivio,Madigan",0,0,0,1.0
0,spin,7,2,13,"Intersample,Hermann,asymptote,bigram,yorku,Kucera,pronunciability","Tarka,Lorge,Intersample,Hermann,Bickley,DOI,Madigan",1,0,0,1.0
0,spin,7,2,14,"Hermann,asymptote,bigram,yorku,Kucera,pronunciability,Intersample","Bickley,Kucera,Hermann,Joelson",0,0,0,1.0
0,spin,7,2,15,"asymptote,bigram,yorku,Kucera,pronunciability,Intersample,Hermann","Intersample,Hermann,Madigan,Kucera,Yuille,bigram,DOI",1,0,0,1.0
0,spin,7,2,16,"bigram,yorku,Kucera,pronunciability,Intersample,Hermann,asymptote","Intersample,Madigan,DOI,Hermann,Joelson",0,0,0,0.8571428571428572
0,spin,7,2,17,"yorku,Kucera,pronunciability,Intersample,Hermann,asymptote,bigram","Joelson,Madigan,Intersample,DOI,Paivio,Hermann,Lorge",0,0,0,0.8
0,spin,7,2,18,"Kucera,pronunciability,Intersample,Hermann,asymptote,bigram,yorku","Intersample,Hermann,Battig,DOI,Bickley",1,0,0,0.8571428571428572
0,spin,7,2,19,"pronunciability,Intersample,Hermann,asymptote,bigram,yorku,Kucera","Thorndike,Kucera,Joelson,Streeter,Tarka",0,0,0,1.0
0,spin,7,2,20,"Intersample,Hermann,asymptote,bigram,yorku,Kucera,pronunciability","Kucera,DOI,Intersample,Joelson,Battig",0,0,0,1.0
0,spin,7,2,21,"Hermann,asymptote,bigram,yorku,Kucera,pronunciability,Intersample","bigram,Bickley,Streeter,Tarka",0,0,0,1.0
0,spin,7,2,22,"asymptote,bigram,yorku,Kucera,pronunciability,Intersample,Hermann","Yuille,asymptote,Madigan,Thorndike,al,Streeter,Lorge",0,0,0,1.0
0,spin,7,2,23,"bigram,yorku,Kucera,pronunciability,Intersample,Hermann,asymptote","Kucera,Bickley,Battig,Lorge,Streeter,Paivio,DOI",0,0,0,1.0
0,spin,7,2,24,"yorku,Kucera,pronunciability,Intersample,Hermann,asymptote,bigram","DOI,Streeter,Madigan,Landauer,Battig,Hermann,Intersample",0,0,0,1.0
0,spin,7,2,25,"Kucera,pronunciability,Intersample,Hermann,asymptote,bigram,yorku","Lorge,Hermann,Kucera,Madigan,Intersample,Paivio,Joelson",0,0,0,1.0
0,spin,7,2,26,"pronunciability,Intersample,Hermann,asymptote,bigram,yorku,Kucera","DOI,Battig,Joelson,Bickley,Hermann",0,0,0,1.0
0,spin,7,2,27,"Intersample,Hermann,asymptote,bigram,yorku,Kucera,pronunciability","Kucera,Madigan,Streeter,Yuille,emotionality,Tarka,DOI",0,0,0,1.0
0,spin,7,2,28,"Hermann,asymptote,bigram,yorku,Kucera,pronunciability,Intersample","Joelson,Bickley,Kucera,Hermann",0,0,0,1.0
0,spin,7,2,29,"asymptote,bigram,yorku,Kucera,pronunciability,Intersample,Hermann","Kucera,Intersample,Hermann,Bickley,DOI",1,0,0,1.0
0,spin,7,2,30,"bigram,yorku,Kucera,pronunciability,Intersample,Hermann,asymptote","Bickley,Intersample,Battig,Kucera",0,0,0,0.8
0,spin,7,2,31,"yorku,Kucera,pronunciability,Intersample,Hermann,asymptote,bigram","Landauer,Hermann,bigram,Madigan,Battig,Yuille,Thorndike",0,0,0,1.0
0,spin,7,2,32,"Kucera,pronunciability,Intersample,Hermann,asymptote,bigram,yorku","Hermann,Tarka,Streeter",0,0,0,1.0
0,spin,7,2,33,"pronunciability,Intersample,Hermann,asymptote,bigram,yorku,Kucera","Intersample,Bickley,Hermann,Kucera,DOI,Battig",0,0,0,1.0
0,spin,7,2,34,"Intersample,Hermann,asymptote,bigram,yorku,Kucera,pronunciability","Kucera,Joelson,Battig,DOI,Bickley,Intersample",0,0,0,1.0
0,spin,7,2,35,"Hermann,asymptote,bigram,yorku,Kucera,pronunciability,Intersample","Yuille,Thorndike,Landauer,Streeter,bigram,Madigan,al",0,0,0,1.0
